period,org_code,parent_org,org_name,ae_attendances_type_1,ae_attendances_type_2,ae_attendances_other,booked_ae_type_1,booked_ae_type_2,booked_ae_other,over_4hrs_type_1,over_4hrs_type_2,over_4hrs_other,over_4hrs_booked_type_1,over_4hrs_booked_type_2,over_4hrs_booked_other,dta_4_12hr_waits,dta_12hr_plus_waits,emergency_admissions_type_1,emergency_admissions_type_2,emergency_admissions_other_ae,other_emergency_admissions,source_file,total_ae_attendances,total_over_4hrs,total_emergency_admissions,over_4hrs_rate,admission_rate,over_4hrs_rate_pct,admission_rate_pct,reporting_month,performance_risk
MSitAE-APRIL-2022,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,5536,0,0,139,0,0,2236,0,0,31,0,0,179,270,1257,0,0,388,April-2022-revised-130624-F4scP.csv,5675,2267,1645,0.3994713656387665,0.28986784140969163,39.95,28.99,April-2022,High Pressure
MSitAE-APRIL-2022,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,3426,0,0,252,0,0,219,0,0,28,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,3678,247,0,0.06715606307775965,0.0,6.72,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,312,0,0,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,C82010,NHS ENGLAND MIDLANDS ,OAKHAM MEDICAL PRACTICE,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,208,0,0,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,April-2022-revised-130624-F4scP.csv,509,0,9,0.0,0.01768172888015717,0.0,1.77,April-2022,Lower Pressure
MSitAE-APRIL-2022,NJS05,NHS ENGLAND MIDLANDS ,LOUGHBOROUGH URGENT CARE CENTRE,0,0,4485,0,0,493,0,0,467,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,4978,467,0,0.09381277621534753,0.0,9.38,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,4619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,4619,0,0,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,NNJ0H,NHS ENGLAND MIDLANDS ,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,153,0,0,1424,0,0,0,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,1577,0,0,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,NNJ12,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH,0,0,121,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,465,0,0,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,NNJ13,NHS ENGLAND MIDLANDS ,MELTON MOWBRAY,0,0,24,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,148,0,0,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,NNJ14,NHS ENGLAND MIDLANDS ,OADBY,0,0,525,0,0,1907,0,0,0,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,2432,0,0,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,NNJ15,NHS ENGLAND MIDLANDS ,OAKHAM,0,0,59,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,459,0,0,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,NQT10,NHS ENGLAND SOUTH EAST ,ASSURA READING LLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,0,0,0,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0,0,1540,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,1540,25,0,0.016233766233766232,0.0,1.62,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0,0,672,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,672,13,0,0.019345238095238096,0.0,1.93,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,7012,0,2819,205,0,70,2796,0,93,59,0,3,493,180,2206,0,209,455,April-2022-revised-130624-F4scP.csv,10106,2951,2870,0.29200474965367107,0.2839897090837126,29.2,28.4,April-2022,Moderate Pressure
MSitAE-APRIL-2022,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5851,0,1199,177,0,1,2124,0,3,50,0,1,462,306,1484,0,0,420,April-2022-revised-130624-F4scP.csv,7228,2178,1904,0.30132816823464303,0.2634200332042059,30.13,26.34,April-2022,High Pressure
MSitAE-APRIL-2022,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9376,0,1131,78,0,0,2939,0,0,3,0,0,1409,0,2324,0,0,356,April-2022-revised-130624-F4scP.csv,10585,2942,2680,0.2779404818138876,0.2531884742560227,27.79,25.32,April-2022,Moderate Pressure
MSitAE-APRIL-2022,RW1,NHS ENGLAND SOUTH EAST ,SOUTHERN HEALTH NHS FOUNDATION TRUST,0,0,1705,0,0,0,0,0,17,0,0,0,0,0,0,0,1,155,April-2022-revised-130624-F4scP.csv,1705,17,156,0.00997067448680352,0.09149560117302052,1.0,9.15,April-2022,Lower Pressure
MSitAE-APRIL-2022,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,13642,0,0,0,0,0,3732,0,0,0,0,0,727,0,2847,0,0,769,April-2022-revised-130624-F4scP.csv,13642,3732,3616,0.27356692567072277,0.2650637736402287,27.36,26.51,April-2022,Moderate Pressure
MSitAE-APRIL-2022,RYY,NHS ENGLAND SOUTH EAST ,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,6120,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,6120,31,0,0.005065359477124183,0.0,0.51,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,0,0,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,1795,0,0,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,2203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,2203,0,0,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,AXG,NHS ENGLAND SOUTH WEST ,WILTSHIRE HEALTH & CARE,0,0,1909,0,0,100,0,0,36,0,0,1,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,2009,37,0,0.01841712294673967,0.0,1.84,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,1331,0,0,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,NR3,NHS ENGLAND MIDLANDS ,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,4201,0,0,250,0,0,853,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,4451,853,0,0.1916423275668389,0.0,19.16,0.0,April-2022,Moderate Pressure
MSitAE-APRIL-2022,RA4,NHS ENGLAND SOUTH WEST ,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,5012,0,0,0,0,0,1103,0,0,0,0,0,87,1,1518,0,0,219,April-2022-revised-130624-F4scP.csv,5012,1103,1737,0.22007182761372707,0.3465682362330407,22.01,34.66,April-2022,Moderate Pressure
MSitAE-APRIL-2022,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5235,0,2612,169,0,0,3252,0,29,86,0,0,570,155,1582,0,0,1093,April-2022-revised-130624-F4scP.csv,8016,3367,2675,0.42003493013972054,0.3337075848303393,42.0,33.37,April-2022,High Pressure
MSitAE-APRIL-2022,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,April-2022-revised-130624-F4scP.csv,0,0,146,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,7752,0,0,687,0,0,3109,0,0,0,0,0,518,0,2314,0,0,453,April-2022-revised-130624-F4scP.csv,8439,3109,2767,0.36840857921554687,0.3278824505273137,36.84,32.79,April-2022,High Pressure
MSitAE-APRIL-2022,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,7308,0,0,184,0,0,0,0,0,0,0,0,639,0,2338,0,0,517,April-2022-revised-130624-F4scP.csv,7492,0,2855,0.0,0.38107314468766684,0.0,38.11,April-2022,Lower Pressure
MSitAE-APRIL-2022,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,11113,0,4624,189,0,434,6066,0,778,24,0,26,702,450,2857,0,85,1385,April-2022-revised-130624-F4scP.csv,16360,6894,4327,0.42139364303178484,0.2644865525672372,42.14,26.45,April-2022,High Pressure
MSitAE-APRIL-2022,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,7632,0,6000,487,0,1084,3236,0,767,149,0,0,817,84,2299,0,0,1016,April-2022-revised-130624-F4scP.csv,15203,4152,3315,0.273103992633033,0.21804906926264553,27.31,21.8,April-2022,Moderate Pressure
MSitAE-APRIL-2022,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,15452,0,12413,119,0,55,8820,0,1776,47,0,9,1438,432,4022,0,259,1418,April-2022-revised-130624-F4scP.csv,28039,10652,5699,0.37989942579977887,0.20325261243268306,37.99,20.33,April-2022,High Pressure
MSitAE-APRIL-2022,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,10199,0,0,0,0,0,5180,0,0,0,0,0,1029,336,2317,0,0,1232,April-2022-revised-130624-F4scP.csv,10199,5180,3549,0.5078929306794784,0.34797529169526425,50.79,34.8,April-2022,High Pressure
MSitAE-APRIL-2022,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,6507,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,6507,231,0,0.03550023052097741,0.0,3.55,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,RY9,NHS ENGLAND LONDON,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,0,0,3699,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,3699,1,0,0.0002703433360367667,0.0,0.03,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,Y04538,NHS ENGLAND SOUTH EAST ,BRACKNELL URGENT CARE CENTRE WIC,0,0,2866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,2866,0,0,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0,0,2134,0,0,91,0,0,28,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,2225,28,0,0.012584269662921348,0.0,1.26,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,12571,0,0,246,0,0,0,0,0,0,0,0,976,171,3702,6,0,1783,April-2022-revised-130624-F4scP.csv,12817,0,5491,0.0,0.4284153858157135,0.0,42.84,April-2022,Lower Pressure
MSitAE-APRIL-2022,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,2118,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,2118,16,0,0.007554296506137866,0.0,0.76,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11726,1988,11065,0,0,0,7909,420,1917,0,0,0,994,724,4324,0,0,761,April-2022-revised-130624-F4scP.csv,24779,10246,5085,0.41349529843819366,0.205214092578393,41.35,20.52,April-2022,High Pressure
MSitAE-APRIL-2022,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,6619,0,445,69,0,0,0,0,0,0,0,0,516,66,1567,0,0,679,April-2022-revised-130624-F4scP.csv,7133,0,2246,0.0,0.3148745268470489,0.0,31.49,April-2022,Lower Pressure
MSitAE-APRIL-2022,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,55,April-2022-revised-130624-F4scP.csv,0,0,71,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12751,0,6665,53,0,688,3881,0,630,0,0,6,852,30,5293,0,0,765,April-2022-revised-130624-F4scP.csv,20157,4517,6058,0.22409088654065584,0.30054075507267947,22.41,30.05,April-2022,Moderate Pressure
MSitAE-APRIL-2022,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1129,0,0,0,0,0,6,0,0,0,0,0,0,0,5,521,April-2022-revised-130624-F4scP.csv,1129,6,526,0.005314437555358724,0.4658990256864482,0.53,46.59,April-2022,Lower Pressure
MSitAE-APRIL-2022,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5348,0,0,0,0,0,767,0,0,0,0,0,0,0,913,0,0,204,April-2022-revised-130624-F4scP.csv,5348,767,1117,0.14341810022438295,0.2088631264023934,14.34,20.89,April-2022,Lower Pressure
MSitAE-APRIL-2022,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,5400,0,3302,9,0,43,2130,0,30,4,0,0,846,71,1628,0,0,720,April-2022-revised-130624-F4scP.csv,8754,2164,2348,0.24720127941512451,0.26822024217500573,24.72,26.82,April-2022,Moderate Pressure
MSitAE-APRIL-2022,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9599,0,0,0,0,499,3422,0,0,0,0,20,529,4,1876,0,0,344,April-2022-revised-130624-F4scP.csv,10098,3442,2220,0.3408595761536938,0.21984551396316102,34.09,21.98,April-2022,High Pressure
MSitAE-APRIL-2022,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,908,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,908,19,0,0.02092511013215859,0.0,2.09,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,Y00751,NHS ENGLAND SOUTH EAST ,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,0,0,0,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,7547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,7547,0,0,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,DD401,NHS ENGLAND SOUTH WEST ,EXMOUTH MINOR INJURY UNIT,0,0,1182,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,1196,0,0,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,54,0,0,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,NNJ,NHS ENGLAND MIDLANDS ,DHU HEALTH CARE C.I.C,0,0,1754,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,1754,1,0,0.0005701254275940707,0.0,0.06,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,11411,0,15514,331,0,0,5275,0,1954,143,0,0,971,253,5812,0,0,1633,April-2022-revised-130624-F4scP.csv,27256,7372,7445,0.2704725565013208,0.27315086586439685,27.05,27.32,April-2022,Moderate Pressure
MSitAE-APRIL-2022,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6622,0,444,0,0,0,3011,0,1,0,0,0,562,0,1432,0,0,763,April-2022-revised-130624-F4scP.csv,7066,3012,2195,0.4262666289272573,0.3106425134446646,42.63,31.06,April-2022,High Pressure
MSitAE-APRIL-2022,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,5711,0,1478,416,0,325,1928,0,61,0,0,0,553,0,1450,0,0,69,April-2022-revised-130624-F4scP.csv,7930,1989,1519,0.25081967213114753,0.19155107187894074,25.08,19.16,April-2022,Moderate Pressure
MSitAE-APRIL-2022,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,19085,1686,0,0,0,0,9051,94,0,0,0,0,1445,781,4401,1,0,2992,April-2022-revised-130624-F4scP.csv,20771,9145,7394,0.44027730971065426,0.35597708343363343,44.03,35.6,April-2022,High Pressure
MSitAE-APRIL-2022,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,7412,0,6187,0,0,1132,4681,0,776,0,0,126,1030,0,2808,0,0,659,April-2022-revised-130624-F4scP.csv,14731,5583,3467,0.37899667368135226,0.2353540153417962,37.9,23.54,April-2022,High Pressure
MSitAE-APRIL-2022,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,April-2022-revised-130624-F4scP.csv,0,0,122,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,RY8,NHS ENGLAND MIDLANDS ,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,5518,0,0,1857,0,0,0,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,7375,0,0,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0,0,7236,0,0,387,0,0,251,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,7623,251,0,0.03292666929030565,0.0,3.29,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,NTP11,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5407,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,5407,26,0,0.004808581468466802,0.0,0.48,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,5412,0,0,0,0,0,1482,0,0,0,0,0,0,0,964,0,0,215,April-2022-revised-130624-F4scP.csv,5412,1482,1179,0.2738359201773836,0.2178492239467849,27.38,21.78,April-2022,Moderate Pressure
MSitAE-APRIL-2022,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,17878,0,0,2053,0,0,0,0,0,0,0,0,1718,0,4525,0,0,805,April-2022-revised-130624-F4scP.csv,19931,0,5330,0.0,0.2674226079975917,0.0,26.74,April-2022,Lower Pressure
MSitAE-APRIL-2022,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,April-2022-revised-130624-F4scP.csv,0,0,1,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,7011,0,0,37,0,0,2295,0,0,8,0,0,412,0,1899,0,0,530,April-2022-revised-130624-F4scP.csv,7048,2303,2429,0.3267593643586833,0.34463677639046536,32.68,34.46,April-2022,High Pressure
MSitAE-APRIL-2022,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,2820,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,2820,253,0,0.0897163120567376,0.0,8.97,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1356,0,0,0,0,0,27,0,0,0,0,0,0,0,30,0,April-2022-revised-130624-F4scP.csv,1356,27,30,0.01991150442477876,0.022123893805309734,1.99,2.21,April-2022,Lower Pressure
MSitAE-APRIL-2022,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRANSHOLME HEALTH CENTRE,0,0,3411,0,0,0,0,0,578,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,3411,578,0,0.16945177367340955,0.0,16.95,0.0,April-2022,Moderate Pressure
MSitAE-APRIL-2022,NNF76,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE WILBERFORCE HEALTH CENTRE,0,0,2283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,2283,0,0,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE ,EAST RIDING COMMUNITY HOSPITAL,0,0,2451,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,2451,196,0,0.0799673602611179,0.0,8.0,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GOOLE & DISTRICT HOSPITAL,0,0,1199,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,1199,16,0,0.013344453711426188,0.0,1.33,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,RGT,NHS ENGLAND EAST OF ENGLAND ,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9097,0,5081,279,0,90,0,0,0,0,0,0,692,417,2529,0,29,548,April-2022-revised-130624-F4scP.csv,14547,0,3106,0.0,0.21351481405100708,0.0,21.35,April-2022,Lower Pressure
MSitAE-APRIL-2022,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,12418,410,7201,712,0,103,7027,0,402,377,0,3,890,878,4790,0,0,2135,April-2022-revised-130624-F4scP.csv,20844,7809,6925,0.37464018422567646,0.33222989829207444,37.46,33.22,April-2022,High Pressure
MSitAE-APRIL-2022,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,12320,0,3516,0,0,0,4512,0,3,0,0,0,1224,197,2708,0,510,672,April-2022-revised-130624-F4scP.csv,15836,4515,3890,0.2851098762313716,0.24564283910078302,28.51,24.56,April-2022,Moderate Pressure
MSitAE-APRIL-2022,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,9400,0,0,1087,0,0,3765,0,0,0,0,0,504,210,1395,0,0,825,April-2022-revised-130624-F4scP.csv,10487,3765,2220,0.3590159244779251,0.21169066463240202,35.9,21.17,April-2022,High Pressure
MSitAE-APRIL-2022,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11716,1446,6209,0,0,542,3402,87,0,0,0,0,341,0,3328,13,0,2230,April-2022-revised-130624-F4scP.csv,19913,3489,5571,0.1752121729523427,0.2797669863908,17.52,27.98,April-2022,Moderate Pressure
MSitAE-APRIL-2022,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,8424,0,10289,0,0,0,1192,0,47,0,0,0,0,0,4783,0,39,938,April-2022-revised-130624-F4scP.csv,18713,1239,5760,0.06621065569390264,0.3078074066157217,6.62,30.78,April-2022,Lower Pressure
MSitAE-APRIL-2022,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,717,0,0,73,0,0,4,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,790,4,0,0.005063291139240506,0.0,0.51,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,3943,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,3943,34,0,0.008622875982754248,0.0,0.86,0.0,April-2022,Lower Pressure
MSitAE-APRIL-2022,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,April-2022-revised-130624-F4scP.csv,286,0,0,0.0,0.0,0.0,0.0,April-2022,Lower Pressure
